tx_id,timestamp,tuple_id,column_id
518,518,0,0
519,519,38,0
520,520,59,8
521,521,1,2
522,522,0,0
523,523,4,0
524,524,0,18
525,525,1,5
526,526,774,7
527,527,10552,5
528,528,20,2
529,529,0,0
530,530,9,1
531,531,10,4
532,532,1,9
533,533,6,17
534,534,0,2
535,535,0,9
536,536,3,0
537,537,0,0
538,538,0,0
539,539,43,0
540,540,5320,7
541,541,3,5
542,542,45,0
543,543,5969,0
544,544,0,13
545,545,1,1
546,546,1,0
547,547,0,0
548,548,16,6
549,549,1,1
550,550,2,2
551,551,0,0
552,552,0,0
553,553,155,0
554,554,0,0
555,555,0,0
556,556,0,2
557,557,2,2
558,558,4,0
559,559,2,17
560,560,0,0
561,561,0,5
562,562,48,1
563,563,6,3
564,564,6,0
565,565,8,0
566,566,18,2
567,567,0,0
568,568,1,4
569,569,3,1
570,570,1,8
571,571,49,0
572,572,2,7
573,573,19,1
574,574,55,1
575,575,2,0
576,576,164,1
577,577,4,4
578,578,53,0
579,579,1,0
580,580,2,0
581,581,3,6
582,582,0,0
583,583,1,8
584,584,199,8
585,585,6,0
586,586,0,1
587,587,1,5
588,588,0,1
589,589,0,5
590,590,261,5
591,591,1,1
592,592,0,16
593,593,4,0
594,594,0,3
595,595,0,0
596,596,10,1
597,597,6,0
598,598,2885,1
599,599,5,3
600,600,2,15
601,601,18,0
602,602,142,3
603,603,12,0
604,604,963,0
605,605,22,4
606,606,70,2
607,607,0,3
608,608,13,4
609,609,1,0
610,610,3,11
611,611,7,3
612,612,1349,0
613,613,3575,1
614,614,0,9
615,615,13,17
616,616,16,3
617,617,1,4
618,618,0,7
619,619,0,14
620,620,21,2
621,621,2,0
622,622,3868,10
623,623,2,10
624,624,2197,16
625,625,1,0
626,626,25,1
627,627,0,7
628,628,3,0
629,629,28,1
630,630,242,13
631,631,36,19
632,632,0,7
633,633,1,16
634,634,0,8
635,635,0,5
636,636,8,5
637,637,11,0
638,638,20,13
639,639,68,0
640,640,14,10
641,641,27,5
642,642,0,0
643,643,0,6
644,644,5,4
645,645,60,2
646,646,0,9
647,647,2,2
648,648,8,13
649,649,0,2
650,650,1,1
651,651,120,0
652,652,8,2
653,653,0,4
654,654,56,2
655,655,1,13
656,656,56,5
657,657,0,0
658,658,4,0
659,659,1,0
660,660,0,1
661,661,100,1
662,662,0,0
663,663,0,3
664,664,1,1
665,665,11,18
666,666,30,1
667,667,16470,0
668,668,0,5
669,669,1,3
670,670,0,0
671,671,4,3
672,672,13934,2
673,673,10,1
674,674,4,13
675,675,1,16
676,676,189,1
677,677,2,3
678,678,0,1
679,679,1,1
680,680,0,13
681,681,0,1
682,682,0,5
683,683,2,0
684,684,6,0
685,685,1,8
686,686,1,3
687,687,801,1
688,688,16,1
689,689,3,4
690,690,0,7
691,691,124,9
692,692,0,1
693,693,0,5
694,694,162,0
695,695,3,1
696,696,14,5
697,697,4,2
698,698,7,4
699,699,0,8
700,700,0,7
701,701,0,2
702,702,0,0
703,703,80,3
704,704,0,19
705,705,3,16
706,706,25,5
707,707,22,0
708,708,1,14
709,709,2,4
710,710,9613,1
711,711,8,6
712,712,32,0
713,713,140,1
714,714,23,0
715,715,0,8
716,716,3,3
717,717,0,6
718,718,7,2
719,719,678,0
720,720,2,0
721,721,1,1
722,722,0,3
723,723,821,0
724,724,0,0
725,725,0,1
726,726,0,1
727,727,0,8
728,728,2,0
729,729,2,1
730,730,0,4
731,731,0,15
732,732,0,0
733,733,1,16
734,734,0,1
735,735,10,0
736,736,0,5
737,737,0,0
738,738,1,6
739,739,1,5
740,740,0,10
741,741,0,2
742,742,65,2
743,743,0,0
744,744,2,7
745,745,2,5
746,746,1,8
747,747,1,1
748,748,22,0
749,749,47,1
750,750,0,0
751,751,0,3
752,752,0,6
753,753,2,13
754,754,8,5
755,755,0,0
756,756,1,0
757,757,284,2
758,758,0,9
759,759,2,6
760,760,11,3
761,761,0,12
762,762,0,6
763,763,0,0
764,764,207,1
765,765,0,13
766,766,0,3
767,767,0,2
768,768,0,0
769,769,5,1
770,770,0,1
771,771,4,12
772,772,4,2
773,773,53,11
774,774,0,2
775,775,56,0
776,776,5,15
777,777,0,2
778,778,20,4
779,779,58,0
780,780,0,0
781,781,206,11
782,782,2,0
783,783,5,1
784,784,3596,13
785,785,1,6
786,786,32,4
787,787,0,0
788,788,27,0
789,789,4,0
790,790,0,1
791,791,1,0
792,792,0,0
793,793,0,18
794,794,0,14
795,795,1,0
796,796,0,1
797,797,0,11
798,798,12,0
799,799,11,2
800,800,14,2
801,801,0,0
802,802,107,5
803,803,4,0
804,804,0,18
805,805,0,1
806,806,9,0
807,807,0,6
808,808,2,9
809,809,6923,8
810,810,0,7
811,811,0,4
812,812,7976,10
813,813,4,0
814,814,0,0
815,815,125,4
816,816,89,0
817,817,3,18
818,818,5,15
819,819,0,0
820,820,0,0
821,821,4,2
822,822,0,9
823,823,7,5
824,824,43,1
825,825,0,0
826,826,4,9
827,827,0,1
828,828,79,4
829,829,0,15
830,830,5,2
831,831,3,4
832,832,1,6
833,833,8,17
834,834,12,3
835,835,3,15
836,836,17,0
837,837,3261,10
838,838,1,0
839,839,2,0
840,840,0,0
841,841,26,1
842,842,2,6
843,843,1,0
844,844,0,2
845,845,106,18
846,846,1,9
847,847,8,5
848,848,0,0
849,849,890,4
850,850,0,7
851,851,0,2
852,852,61,1
853,853,177,3
854,854,0,10
855,855,2,4
856,856,13,11
857,857,86,0
858,858,1,12
859,859,2,2
860,860,14,4
861,861,13,7
862,862,22,1
863,863,4,2
864,864,0,12
865,865,144,1
866,866,68,0
867,867,26,4
868,868,0,4
869,869,0,5
870,870,15,1
871,871,0,0
872,872,2400,0
873,873,1,8
874,874,12,3
875,875,102,2
876,876,1,6
877,877,0,1
878,878,5,0
879,879,4,4
880,880,1,13
881,881,4,1
882,882,331,0
883,883,2,0
884,884,0,0
885,885,1,2
886,886,1,4
887,887,0,17
888,888,0,15
889,889,9,1
890,890,1,11
891,891,666,0
892,892,0,2
893,893,0,2
894,894,16,1
895,895,90,4
896,896,0,2
897,897,0,1
898,898,0,1
899,899,3,8
900,900,2,0
901,901,0,2
902,902,0,9
903,903,2,0
904,904,805,1
905,905,7,1
906,906,2,1
907,907,0,4
908,908,0,4
909,909,0,17
910,910,18,4
911,911,83,1
912,912,137,1
913,913,3572,1
914,914,3009,3
915,915,616,10
916,916,0,0
917,917,0,19
918,918,0,6
919,919,3,8
920,920,0,2
921,921,50,0
922,922,5,14
923,923,3,2
924,924,0,3
925,925,0,0
926,926,0,0
927,927,55,0
928,928,4,0
929,929,14,1
930,930,0,0
931,931,1,11
932,932,1,8
933,933,17,15
934,934,20,0
935,935,0,12
936,936,404,1
937,937,0,4
938,938,122,0
939,939,0,14
940,940,0,0
941,941,50,10
942,942,0,12
943,943,1,7
944,944,1,1
945,945,0,0
946,946,11,0
947,947,54,2
948,948,80,6
949,949,1,14
950,950,3,0
951,951,0,14
952,952,0,2
953,953,0,2
954,954,384,3
955,955,103,0
956,956,21,15
957,957,2,2
958,958,2,0
959,959,3,3
960,960,3,0
961,961,1,2
962,962,0,2
963,963,0,7
964,964,598,1
965,965,2,1
966,966,621,1
967,967,0,3
968,968,3,12
969,969,0,0
970,970,0,0
971,971,0,3
972,972,0,1
973,973,196,0
974,974,0,15
975,975,5,0
976,976,2,2
977,977,1,4
978,978,3,7
979,979,0,0
980,980,5063,17
981,981,34,3
982,982,14,0
983,983,2,1
984,984,0,0
985,985,217,0
986,986,1,1
987,987,0,5
988,988,1,19
989,989,25,0
990,990,5,2
991,991,16,5
992,992,25,1
993,993,0,3
994,994,236,0
995,995,1,0
996,996,6,5
997,997,0,4
998,998,8234,0
999,999,0,2
1000,1000,0,3
1001,1001,2,6
1002,1002,0,0
1003,1003,0,3
1004,1004,6,0
1005,1005,1,0
1006,1006,224,0
1007,1007,0,5
1008,1008,12,0
1009,1009,2,0
1010,1010,7,0
1011,1011,4,13
1012,1012,2,1
1013,1013,549,11
1014,1014,1,2
1015,1015,0,2
1016,1016,8,0
1017,1017,50,0
1018,1018,0,3
1019,1019,1,0
1020,1020,113,0
1021,1021,16,2
1022,1022,6947,0
1023,1023,3,2
1024,1024,7,3
1025,1025,0,0
1026,1026,500,19
1027,1027,1,0
1028,1028,14,0
1029,1029,1,9
1030,1030,3,0
1031,1031,12,5
1032,1032,2,11
1033,1033,155,3
1034,1034,1,4
1035,1035,6,9
1036,1036,1,0
1037,1037,1,6
1038,1038,1,2
1039,1039,0,0
1040,1040,0,6
1041,1041,7,0
1042,1042,7,0
1043,1043,7,8
1044,1044,0,3
1045,1045,0,4
1046,1046,0,3
1047,1047,21,0
1048,1048,63,0
1049,1049,0,4
1050,1050,7,5
1051,1051,0,0
1052,1052,0,0
1053,1053,0,0
1054,1054,0,0
1055,1055,8,3
1056,1056,167,6
1057,1057,0,5
1058,1058,3,0
1059,1059,10,10
1060,1060,614,3
1061,1061,5,0
1062,1062,0,2
1063,1063,5,0
1064,1064,0,0
1065,1065,1956,5
1066,1066,1,0
1067,1067,9,4
1068,1068,0,4
1069,1069,1,17
1070,1070,81,14
1071,1071,5,3
1072,1072,1,4
1073,1073,337,15
1074,1074,57,1
1075,1075,0,18
1076,1076,3,0
1077,1077,2,2
1078,1078,6,17
1079,1079,1,3
1080,1080,0,5
1081,1081,177,0
1082,1082,236,14
1083,1083,48,9
1084,1084,2239,0
1085,1085,15,18
1086,1086,18,2
1087,1087,18,6
1088,1088,2,5
1089,1089,2,4
1090,1090,0,8
1091,1091,6,0
1092,1092,0,3
1093,1093,0,2
1094,1094,4,16
1095,1095,1,0
1096,1096,0,3
1097,1097,33,0
1098,1098,63,13
1099,1099,0,17
1100,1100,0,13
1101,1101,1,6
1102,1102,26,9
1103,1103,45,5
1104,1104,0,13
1105,1105,20,1
1106,1106,0,0
1107,1107,1,3
1108,1108,16147,3
1109,1109,0,2
1110,1110,0,11
1111,1111,1,2
1112,1112,5,9
1113,1113,307,0
1114,1114,2685,6
1115,1115,0,1
1116,1116,0,0
1117,1117,24,1
1118,1118,0,12
1119,1119,97,0
1120,1120,7,0
1121,1121,0,6
1122,1122,41,0
1123,1123,0,1
1124,1124,1,3
1125,1125,3,0
1126,1126,2,1
1127,1127,9,3
1128,1128,7,6
1129,1129,7122,0
1130,1130,18257,4
1131,1131,2,18
1132,1132,0,12
1133,1133,13,5
1134,1134,2024,1
1135,1135,0,0
1136,1136,2,0
1137,1137,1,12
1138,1138,0,0
1139,1139,8,0
1140,1140,1,0
1141,1141,23,8
1142,1142,41,5
1143,1143,35,0
1144,1144,1,8
1145,1145,0,3
1146,1146,15,3
1147,1147,27,19
1148,1148,2,19
1149,1149,114,2
1150,1150,0,2
1151,1151,87,12
1152,1152,0,0
1153,1153,0,1
1154,1154,3,2
1155,1155,0,0
1156,1156,0,0
1157,1157,0,7
1158,1158,1,10
1159,1159,20,3
1160,1160,0,2
1161,1161,7,1
1162,1162,36,3
1163,1163,0,17
1164,1164,0,5
1165,1165,63,0
1166,1166,36,0
1167,1167,3,5
1168,1168,34,1
1169,1169,0,6
1170,1170,1,0
1171,1171,14,0
1172,1172,0,1
1173,1173,16,2
1174,1174,2,1
1175,1175,16,4
1176,1176,2,0
1177,1177,1,1
1178,1178,0,0
1179,1179,0,7
1180,1180,16,1
1181,1181,0,0
1182,1182,0,2
1183,1183,0,9
1184,1184,0,0
1185,1185,36,1
1186,1186,1,0
1187,1187,6009,0
1188,1188,0,0
1189,1189,7,2
1190,1190,1,4
1191,1191,1,6
1192,1192,81,0
1193,1193,1891,3
1194,1194,78,18
1195,1195,0,0
1196,1196,0,18
1197,1197,7,2
1198,1198,0,6
1199,1199,13,1
1200,1200,3,0
1201,1201,3,4
1202,1202,39,0
1203,1203,11,8
1204,1204,0,10
1205,1205,0,7
1206,1206,4,5
1207,1207,2,1
1208,1208,0,1
1209,1209,1,3
1210,1210,17,0
1211,1211,38,0
1212,1212,3,1
1213,1213,1,7
1214,1214,0,2
1215,1215,3,14
1216,1216,0,1
1217,1217,3,9
1218,1218,8,17
1219,1219,0,1
1220,1220,0,0
1221,1221,0,0
1222,1222,118,17
1223,1223,6,5
1224,1224,0,0
1225,1225,108,1
1226,1226,2,1
1227,1227,2,6
1228,1228,333,3
1229,1229,0,7
1230,1230,0,8
1231,1231,4,0
1232,1232,0,0
1233,1233,8,0
1234,1234,0,8
1235,1235,0,16
1236,1236,0,0
1237,1237,1,5
1238,1238,0,6
1239,1239,0,0
1240,1240,63,0
1241,1241,0,3
1242,1242,1,0
1243,1243,0,13
1244,1244,1,0
1245,1245,0,0
1246,1246,5,10
1247,1247,0,1
1248,1248,104,17
1249,1249,278,0
1250,1250,0,3
1251,1251,0,5
1252,1252,0,0
1253,1253,5,2
1254,1254,0,2
1255,1255,55,5
1256,1256,16,0
1257,1257,35,1
1258,1258,3,2
1259,1259,12328,16
1260,1260,0,4
1261,1261,1,19
1262,1262,0,0
1263,1263,521,12
1264,1264,4,9
1265,1265,29,0
1266,1266,0,5
1267,1267,2305,5
1268,1268,2,4
1269,1269,2,0
1270,1270,1431,1
1271,1271,1,0
1272,1272,1,14
1273,1273,4,6
1274,1274,0,14
1275,1275,0,0
1276,1276,0,2
1277,1277,0,0
1278,1278,69,3
1279,1279,4,4
1280,1280,1,16
1281,1281,1,1
1282,1282,1,10
1283,1283,6,11
1284,1284,256,2
1285,1285,305,0
1286,1286,1,1
1287,1287,1,7
1288,1288,2,5
1289,1289,3,10
1290,1290,2,14
1291,1291,7,3
1292,1292,3,2
1293,1293,0,0
1294,1294,1,1
1295,1295,1,1
1296,1296,0,10
1297,1297,0,14
1298,1298,12,3
1299,1299,1,13
1300,1300,0,0
1301,1301,3,4
1302,1302,17,2
1303,1303,0,1
1304,1304,38,0
1305,1305,262,7
1306,1306,4,0
1307,1307,8,1
1308,1308,0,0
1309,1309,464,0
1310,1310,1,0
1311,1311,237,4
1312,1312,4,0
1313,1313,0,0
1314,1314,0,1
1315,1315,8,0
1316,1316,3,5
1317,1317,0,4
1318,1318,15,2
1319,1319,55,15
1320,1320,2,8
1321,1321,2,3
1322,1322,0,12
1323,1323,23,0
1324,1324,1,1
1325,1325,86,2
1326,1326,1,0
1327,1327,3,11
1328,1328,0,0
1329,1329,0,1
1330,1330,20,6
1331,1331,2,0
1332,1332,3,0
1333,1333,1072,2
1334,1334,980,13
1335,1335,58,0
1336,1336,0,0
1337,1337,4,12
1338,1338,85,1
1339,1339,1,13
1340,1340,0,1
1341,1341,31,1
1342,1342,2,3
1343,1343,3,0
1344,1344,2959,1
1345,1345,5,0
1346,1346,1,0
1347,1347,1,0
1348,1348,1,1
1349,1349,0,10
1350,1350,25,1
1351,1351,44,4
1352,1352,0,8
1353,1353,0,2
1354,1354,80,2
1355,1355,0,3
1356,1356,2,0
1357,1357,2,18
1358,1358,9,2
1359,1359,0,0
1360,1360,7,2
1361,1361,1,0
1362,1362,5,10
1363,1363,0,0
1364,1364,2,3
1365,1365,3,0
1366,1366,0,0
1367,1367,0,14
1368,1368,0,6
1369,1369,1,0
1370,1370,0,0
1371,1371,496,1
1372,1372,1,0
1373,1373,30,1
1374,1374,1759,11
1375,1375,0,12
1376,1376,7,1
1377,1377,76,15
1378,1378,6,0
1379,1379,1,1
1380,1380,1,6
1381,1381,0,10
1382,1382,3,0
1383,1383,8398,0
1384,1384,783,1
1385,1385,0,1
1386,1386,10,12
1387,1387,0,1
1388,1388,141,16
1389,1389,0,0
1390,1390,336,9
1391,1391,44,2
1392,1392,0,4
1393,1393,0,1
1394,1394,42,0
1395,1395,0,0
1396,1396,3,0
1397,1397,191,6
1398,1398,3,0
1399,1399,1,1
1400,1400,1,6
1401,1401,0,0
1402,1402,1274,9
1403,1403,0,1
1404,1404,0,2
1405,1405,0,0
1406,1406,1018,0
1407,1407,0,10
1408,1408,70,1
1409,1409,10,2
1410,1410,40,0
1411,1411,1928,1
1412,1412,47,8
1413,1413,431,5
1414,1414,0,0
1415,1415,26,0
1416,1416,3,4
1417,1417,3,1
1418,1418,129,0
1419,1419,1508,7
1420,1420,10,0
1421,1421,2,0
1422,1422,2,0
1423,1423,1,4
1424,1424,1,0
1425,1425,1,3
1426,1426,0,1
1427,1427,0,2
1428,1428,21,16
1429,1429,1,0
1430,1430,287,0
1431,1431,5,3
1432,1432,0,0
1433,1433,0,2
1434,1434,0,0
1435,1435,1908,17
1436,1436,0,9
1437,1437,2,6
1438,1438,339,4
1439,1439,2094,2
1440,1440,0,14
1441,1441,0,4
1442,1442,0,14
1443,1443,0,2
1444,1444,0,5
1445,1445,4,0
1446,1446,176,2
1447,1447,3,8
1448,1448,5,2
1449,1449,0,12
1450,1450,27,0
1451,1451,5,6
1452,1452,67,0
1453,1453,525,0
1454,1454,1,0
1455,1455,0,18
1456,1456,0,10
1457,1457,1,0
1458,1458,467,0
1459,1459,1,3
1460,1460,19,7
1461,1461,3,7
1462,1462,0,0
1463,1463,0,9
1464,1464,7,0
1465,1465,8,1
1466,1466,1,3
1467,1467,0,7
1468,1468,12,6
1469,1469,0,0
1470,1470,345,1
1471,1471,0,9
1472,1472,0,8
1473,1473,2,0
1474,1474,2,0
1475,1475,2,0
1476,1476,1,1
1477,1477,9745,0
1478,1478,2,1
1479,1479,2,0
1480,1480,1,1
1481,1481,0,0
1482,1482,4,0
1483,1483,0,2
1484,1484,6,9
1485,1485,0,0
1486,1486,2798,0
1487,1487,2,3
1488,1488,123,10
1489,1489,2,1
1490,1490,0,11
1491,1491,36,0
1492,1492,6,4
1493,1493,22,2
1494,1494,1,5
1495,1495,6,0
1496,1496,59,6
1497,1497,6,0
1498,1498,1,1
1499,1499,7,1
1500,1500,8,2
1501,1501,852,4
1502,1502,1,4
1503,1503,1,2
1504,1504,31,4
1505,1505,2,3
1506,1506,14,2
1507,1507,2,1
1508,1508,0,18
1509,1509,15,0
1510,1510,0,6
1511,1511,0,7
1512,1512,5,0
1513,1513,15,18
1514,1514,118,1
1515,1515,0,0
1516,1516,0,18
1517,1517,698,4
1518,1518,0,6
1519,1519,0,12
1520,1520,0,0
1521,1521,3,6
1522,1522,93,0
1523,1523,17,0
1524,1524,11,0
1525,1525,0,0
1526,1526,1,19
1527,1527,2,4
1528,1528,0,11
1529,1529,0,0
1530,1530,0,0
1531,1531,0,1
1532,1532,3,4
1533,1533,10,0
1534,1534,0,1
1535,1535,2,8
1536,1536,22,7
1537,1537,15,0
1538,1538,33,0
1539,1539,1,0
1540,1540,35,1
1541,1541,0,2
1542,1542,1,3
1543,1543,0,2
1544,1544,2,0
1545,1545,1,0
1546,1546,0,0
1547,1547,16,0
1548,1548,0,9
1549,1549,0,1
1550,1550,0,0
1551,1551,1,16
1552,1552,0,1
1553,1553,1,4
1554,1554,0,4
1555,1555,18,0
1556,1556,281,9
1557,1557,2,7
1558,1558,6,6
1559,1559,70,3
1560,1560,16684,6
1561,1561,5,3
1562,1562,107,0
1563,1563,161,2
1564,1564,24,3
1565,1565,2,13
1566,1566,0,11
1567,1567,0,2
1568,1568,2,2
1569,1569,2,6
1570,1570,1,9
1571,1571,4,3
1572,1572,3,0
1573,1573,44,1
1574,1574,0,18
1575,1575,0,5
1576,1576,25,4
1577,1577,51,0
1578,1578,9756,0
1579,1579,78,5
1580,1580,107,3
1581,1581,0,7
1582,1582,1,0
1583,1583,0,2
1584,1584,5,7
1585,1585,369,1
1586,1586,1,11
1587,1587,3,0
1588,1588,0,8
1589,1589,0,12
